pmid,title,authors,year,journal,doi,url,doi_url,relevance_score,citation_count,is_high_quality,topic_tags,ai_method,ai_summary,ai_finding,keywords,abstract
39260566,Neural Basis of Pain Empathy Dysregulations in Mental Disorders: A Preregistered Neuroimaging Meta-Analysis.,He Jingxian; Bore Mercy Chepngetich; Jiang Heng; Gan Xianyang; Wang Junjie; Li Jialin et al.,2025,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2024.08.019,https://pubmed.ncbi.nlm.nih.gov/39260566/,https://doi.org/10.1016/j.bpsc.2024.08.019,57.5,4,True,empathy; neuroscience,,,,Humans; Empathy; Magnetic Resonance Imaging; Pain; Mental Disorders; Brain; Nerve Net; Male; Case-Control Studies; Brain Mapping; Female,"Pain empathy represents a fundamental building block of several social functions, which have been demonstrated to be impaired across various mental disorders by accumulating evidence from case-control functional magnetic resonance imaging studies. However, it remains unclear whether the dysregulations are underpinned by robust neural alterations across mental disorders. This study utilized coordinate-based meta-analyses to quantitatively determine robust markers of altered pain empathy across mental disorders. To support the interpretation of the findings, exploratory network-level and behavioral meta-analyses were conducted. Quantitative analysis of 11 case-control functional magnetic resonance imaging studies with data from 296 patients and 229 control participants revealed that patients with mental disorders exhibited increased pain empathic reactivity in the left anterior cingulate gyrus, adjacent medial prefrontal cortex, and right middle temporal gyrus but decreased activity in the left cerebellum IV/V and left middle occipital gyrus compared with control participants. The hyperactive regions showed network-level interactions with the core default mode network and were associated with affective and social cognitive domains. The findings suggest that pain empathic alterations across mental disorders are underpinned by excessive empathic reactivity in brain systems involved in empathic distress and social processes, highlighting a shared therapeutic target to normalize basal social dysfunctions in mental disorders."
40245792,Sleep and prosocial behaviors among young preschoolers: The mediating role of cognitive empathy.,Rong Tingyu; Sun Xiaoning; Deng Yujiao; Liu Jieqiong; Lin Qingmin; Zhu Qi et al.,2025,Sleep medicine,10.1016/j.sleep.2025.106512,https://pubmed.ncbi.nlm.nih.gov/40245792/,https://doi.org/10.1016/j.sleep.2025.106512,57.0,1,False,empathy; development; neuroscience,,,,"Humans; Empathy; Male; Female; Child, Preschool; Cognition; China; Social Behavior; Sleep; Surveys and Questionnaires; Child Behavior; Sleep Wake Disorders","Prosocial behaviors in early childhood predicts future mental health and academic achievements, and its development relies on socio-emotional cognition, such as capacity of cognitive empathy. Vital for early brain development, several studies have revealed the relations between early childhood sleep and prosocial behaviors, while the underlying mechanism remains unexplored. The current study aims to investigate the sleep-prosocial association in a large preschool population, and examined the mediative role of cognitive empathy. In this population-based study, a representative sample of 23,524 preschoolers (Mage = 4.29 ± 0.29 years, 48.8 % girls) were recruited in the Shanghai Children's Health, Education and Lifestyle Evaluation-Preschool (SCHEDULE-P) study. Caregivers reported on children's sleep, prosocial behaviors, and cognitive empathy via the Children's Sleep Habits Questionnaire (CSHQ), the Strengths and Difficulties Questionnaire (SDQ), and the Griffith Empathy Measure (GEM), respectively. Logistic regression and mediation model were applied to analyze the sleep-prosocial associations and mediative role of cognitive empathy. The prevalence of prosocial problems was 11.3 % based on parental reports. The mean nighttime sleep duration (NSD) was 9.7 ± 0.7 h. And the prevalence of general sleep disturbances (CSHQ > 48) was 28.2 %. Shorter NSD (aOR = 0.88, p < 0.001) and more general sleep disturbances (aOR = 1.27, p < 0.001) were associated with higher odds of prosocial behavior problems, and the association was robust in most specific sleep problems. Cognitive empathy partially mediated the associations between both NSD (effect = 32.97 %) and general sleep disturbances (effect = 21.05 %) with prosocial behaviors. Promoting sleep health and cognitive empathy development in preschoolers with sleep problems may facilitate cognitive empathy development, thereby enhancing prosocial behaviors."
39211533,Downsides to the empathic brain? A review of neural correlates of empathy in major depressive disorder.,Choi Dahna; Förster Katharina; Alexander Nina; Kanske Philipp,2024,Frontiers in human neuroscience,10.3389/fnhum.2024.1456570,https://pubmed.ncbi.nlm.nih.gov/39211533/,https://doi.org/10.3389/fnhum.2024.1456570,56.5,3,True,empathy; development; neuroscience,,,,,"Empathy as one of the basic prerequisites for successful social interactions seems to be aberrant in individuals with major depressive disorder (MDD). Although understanding empathic impairments in MDD is crucial considering the frequently reported social skill deficits in patients, the current state of research is still inconclusive, pointing to both elevated and impaired levels of empathy. In this review, we extend previous reports of MDD-related aberrations in self-reported and behavioral empathy by shedding light on the neural correlates of empathy in MDD. Study findings indicate a complex and potentially state-dependent association, comprising both elevated and lower neural activity in empathy-related brain regions such as the inferior frontal gyri, bilateral anterior insulae, and cingulate areas. Predominantly, lower activity in these areas seems to be induced by antidepressant treatment or remission, with accompanying behavioral results indicating a reduced negativity-bias in empathic processing compared to acute states of MDD. We propose a preliminary model of empathy development throughout the course of the disorder, comprising initially elevated levels of empathy and a somewhat detached and lower empathic responding during the further progression of the disorder or post-treatment. The seemingly multifaceted nature of the association between empathy and MDD requires further exploration in future multimodal and longitudinal studies. The study of neural correlates of empathy in MDD should prospectively be enlarged by including further socio-affective and -cognitive capacities in MDD and related mental disorders."
40297596,The effectiveness of social-themed picture book reading in promoting children's prosocial behavior.,Chen Honglin; Lyu Dannuo; Zhu Liqi,2025,Frontiers in psychology,10.3389/fpsyg.2025.1569925,https://pubmed.ncbi.nlm.nih.gov/40297596/,https://doi.org/10.3389/fpsyg.2025.1569925,56.2,6,False,empathy; development,,,,,"There is a need for an effective and low-cost approach to promote prosocial behavior in preschool children. This study examines the effectiveness of parent-child shared reading of socially themed picture books on prosocial behavior in preschoolers, and explores the mediating role of empathy. Sixty children (aged 4-5 years) and their parents were randomly assigned to either the intervention group, which read socially themed picture books, or the control group, which read books on other topics. Shared reading sessions took place twice a week for eight weeks. Prosocial behavior tasks and the Empathy Questionnaire (EmQue) were administered pre- and post-intervention. Children in the intervention group scored significantly higher on prosocial behavior and empathy than those in the control group. Mediation analysis further revealed that empathy fully mediated the relationship between shared reading of socially themed picture books and prosocial behavior. These findings highlight the role of empathy as a key mechanism through which socially themed picture books promote prosocial behavior. This research provides valuable insights for family education, highlighting a low-cost approach that promotes children's social development through everyday storytelling without the need for specialized training."
41994427,When suffering becomes a game: a critical examination of gamification in medical education and its implications for compassion and empathy.,Mohiyeddini Changiz,2026,Frontiers in medicine,10.3389/fmed.2026.1810141,https://pubmed.ncbi.nlm.nih.gov/41994427/,https://doi.org/10.3389/fmed.2026.1810141,55.5,0,False,empathy; cooperation; development,,,,,"Gamification has rapidly proliferated across medical education, promising enhanced engagement, improved knowledge retention, and more motivated learners. Yet the uncritical embrace of game mechanics in contexts defined by human suffering raises profound questions that the field has largely failed to confront. This critical essay first proposes a typology distinguishing gamification, serious games, and game-based learning to identify which specific design elements pose the greatest ethical risks in which learning contexts. It then examines the philosophical and empirical tensions inherent in translating patient pain, vulnerability, and existential distress into point systems, leaderboards, and competitive challenges. Drawing on Nussbaum's objectification framework, Buber's I-Thou philosophy, evidence from systematic reviews, and the well-documented phenomenon of empathy decline during medical training, this essay argues that competitive, rewards-driven gamification, when applied to clinical scenarios without structured reflection, risks accelerating the very dehumanization it sometimes claims to counteract. The essay acknowledges that cooperative, narrative-driven, and perspective-taking game designs can support empathy development, and proposes concrete ethical guidelines for educators seeking to balance innovation with humanistic values."
39794265,The power of caring touch: from survival to prosocial cooperation.,Griesser Michael; Bennett Nigel C; Burkart Judith M; Hart Daniel W; Uomini Natalie; Warrington Miyako H,2025,Trends in ecology & evolution,10.1016/j.tree.2024.11.017,https://pubmed.ncbi.nlm.nih.gov/39794265/,https://doi.org/10.1016/j.tree.2024.11.017,55.5,9,False,empathy; cooperation; development,,,,Animals; Cooperative Behavior; Touch; Social Behavior; Oxytocin; Empathy; Biological Evolution,"Cooperation is a pivotal biological phenomenon that occurs in diverse forms. In species that engage in helping, individuals vary in the time they spend together and the degree of their physical proximity, which affects the extent of physical touch between individuals. Here, we propose that touch activates a hormonal feedback loop that supports bond formation and maintenance in mating, parenting, and social contexts. Notably, extended parenting is essential for the emergence of enduring bonds and the development of the prosocial mindset that fosters forms of cooperation with delayed benefits. We incorporate these ideas into the caring-touch hypothesis (CT-H), which emphasizes the role of oxytocin-vasotocin hormones, touch, and enduring bonds in the evolution of different forms of cooperation."
41925040,Maternal empathy and emotional availability: the moderating role of child negative affectivity.,Hijleh Ayah; Kadosh-Laor Tamar; Israeli-Ran Liat; Uzefovsky Florina,2026,Attachment & human development,10.1080/14616734.2026.2651088,https://pubmed.ncbi.nlm.nih.gov/41925040/,https://doi.org/10.1080/14616734.2026.2651088,55.0,0,False,empathy; development,,,,,"The current study investigated the moderating effect of children's negative affectivity on the relationship between maternal trait empathy and emotional availability. Participants included 125 mother-child dyads examined at two time points (T1: MeanAge = 13.65 ± 2.62 months; T2: MeanAge = 18.25 ± 2.66 months). Maternal empathy was assessed using the Interpersonal Reactivity Index (empathic concern, perspective-taking, and personal distress) at both times. The child's negative affectivity was measured at T1 via the Infant Behavior Questionnaire, and maternal emotional availability was observed at T2 using the Emotional Availability Scales. Results showed that maternal perspective-taking positively predicted later emotional availability only for children with high negative affectivity, whereas empathic concern positively predicted later emotional availability only for children with low negative affectivity. No significant links were found with personal distress. These findings highlight maternal empathy's context-dependent role in caregiving."
41603085,Neural Heterogeneity Underlying Behavioral Equivalence: A Dynamic Neuro-Decoding Study of Cognitive and Affective Empathy in Relation to Autism-Like Traits.,Zhao Lingyu; Jiang Yixin; Chen Ziwei; Song Yongning,2026,Brain and behavior,10.1002/brb3.71236,https://pubmed.ncbi.nlm.nih.gov/41603085/,https://doi.org/10.1002/brb3.71236,54.5,0,False,empathy; development; neuroscience,,,,Humans; Empathy; Male; Female; Adult; Electroencephalography; Young Adult; Cognition; Emotions; Autistic Disorder; Affect; Adolescent; Brain,"Although empathy processing varies significantly between individuals with high and low autism-like traits (ALT), the underlying neural mechanisms remain poorly understood. This study integrated behavioral measures with electroencephalography (EEG) analyses to investigate neural processing differences between high- and low-ALT groups during cognitive and affective empathy tasks. We assessed cognitive empathy (judging depicted emotions) and affective empathy (rating personal emotional resonance) in 40 participants (21 high-ALT and 19 low-ALT) using the Multifaceted Empathy Test while concurrently recording EEG data. Our analytical approach combined traditional behavioral analysis with multivariate pattern analysis and representational similarity analysis. Behaviorally, the groups showed no significant performance differences. However, their neural mechanisms diverged. During cognitive empathy, the high-ALT group exhibited inefficient early sensory processing and delayed, discontinuous neural encoding of emotion categories, suggesting reliance on late-stage compensatory processing. For affective empathy, while early automatic neural resonance was intact, the high-ALT group exhibited atypically sustained reliance on low-level sensory features and failed to form stable, integrated neural representations of emotion, unlike the low-ALT group. These findings reveal a pattern of ""behavioral equivalence, neural heterogeneity."" High-ALT individuals appear to employ distinct, compensatory neural strategies to achieve typical behavioral outcomes in empathy. This highlights the value of advanced neuro-decoding in uncovering latent processing differences underlying the ALT spectrum."
41944617,Listening and spoken language development in children with cochlear implants in the Gulf Cooperation Council countries: A 24-month follow-up study and influencing factors.,Hariz Beauty; Tahon Amany; Alhedaithy Maram; Alsaeed Mariam; Alkoheji Latifa; Alharbi Toga et al.,2026,Cochlear implants international,10.1080/14670100.2026.2650966,https://pubmed.ncbi.nlm.nih.gov/41944617/,https://doi.org/10.1080/14670100.2026.2650966,54.0,0,False,cooperation; development,,,,,"This study aims to investigate the language and listening development of children with cochlear implants (CI) in the Gulf Cooperation Council (GCC) region over 24 months. It seeks to identify factors influencing progress and the impact of challenges on CI outcomes, focusing on children without additional disabilities. The project design is explorative, with a descriptive, longitudinal, ambispective analysis conducted across six hospitals in four GCC countries. Qualified speech and language therapists evaluated children diagnosed with prelingual severe to profound bilateral sensorineural hearing loss who received CIs between 2018 and 2024. The Integrated Scales of Development (ISD) assessed progress in six developmental domains at five intervals (T0-T4). Data also included demographics, prior hearing aid use, and parental education. The results indicated significant improvements across all six developmental domains over the 24-month period, with median scores increasing consistently. Statistical analysis revealed a strong linear trend in development ( The study underscores the importance of early cochlear implantation and ongoing auditory-focused intervention for enhancing listening and spoken language skills in children with CIs in the GCC. Despite significant progress, children did not fully match their hearing peers within the 24-month timeframe, suggesting the need for extended support."
41943888,Adolescent empathy predicts reduced neural responses to social rejection in adulthood - CORRIGENDUM.,Lin Jingrun; Moore Jacob; Field Nathan; Stern Jessica; Allen Joseph; Coan James,2026,Development and psychopathology,10.1017/S0954579426101424,https://pubmed.ncbi.nlm.nih.gov/41943888/,https://doi.org/10.1017/S0954579426101424,53.5,0,False,empathy; development; neuroscience,,,,,
38970361,Empathy incites a stable prosocial decision bias.,Saulin Anne; Ma Yina; Hein Grit,2024,"Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bhae272,https://pubmed.ncbi.nlm.nih.gov/38970361/,https://doi.org/10.1093/cercor/bhae272,53.5,3,True,empathy; neuroscience; decision_making,,,,Humans; Empathy; Male; Female; Decision Making; Young Adult; Magnetic Resonance Imaging; Adult; Social Behavior; Pain; Brain Mapping; Prefrontal Cortex; Brain,"Empathy toward suffering individuals serves as potent driver for prosocial behavior. However, it remains unclear whether prosociality induced by empathy for another person's pain persists once that person's suffering diminishes. To test this, participants underwent functional magnetic resonance imaging while performing a binary social decision task that involved allocation of points to themselves and another person. In block one, participants completed the task after witnessing frequent painful stimulation of the other person, and in block two, after observing low frequency of painful stimulation. Drift-diffusion modeling revealed an increased initial bias toward making prosocial decisions in the first block compared with baseline that persisted in the second block. These results were replicated in an independent behavioral study. An additional control study showed that this effect may be specific to empathy as stability was not evident when prosocial decisions were driven by a social norm such as reciprocity. Increased neural activation in dorsomedial prefrontal cortex was linked to empathic concern after witnessing frequent pain and to a general prosocial decision bias after witnessing rare pain. Altogether, our findings show that empathy for pain elicits a stable inclination toward making prosocial decisions even as their suffering diminishes."
40594955,Construction and validation of the prosocial adolescent risk-taking questionnaire (PAR-Q).,van Rijn Rebecca; van Lange Paul A M; Krabbendam Lydia; Braams Barbara R,2025,Scientific reports,10.1038/s41598-025-06034-5,https://pubmed.ncbi.nlm.nih.gov/40594955/,https://doi.org/10.1038/s41598-025-06034-5,52.4,2,False,empathy; development,,,,"Humans; Adolescent; Female; Male; Surveys and Questionnaires; Risk-Taking; Adolescent Behavior; Psychometrics; Reproducibility of Results; Factor Analysis, Statistical; Social Behavior; Empathy","While negative risk-taking behavior in adolescents is a classic topic, extant research has long spent little attention to the positive aspects of adolescents' development. One topic that started to gain more research focus is prosocial risk-taking behavior-defined as behavior where an individual takes a risk to help someone else. However, validated measures are still limitedly available. The goal of the study is to construct and validate a multifaceted measure to assess prosocial risk-taking in adolescents. A sample of 234 Dutch adolescents (149 girls) aged 14-17 filled in the unvalidated prosocial adolescent risk-taking questionnaire (PAR-Q) to perform iterative exploratory factor analyses to indicate initial factor structure. A separate data sample of 357 Dutch adolescents (208 girls) aged 14-17 filled in the PAR-Q to confirm this factor structure with iterative confirmatory factor analyses and additional questionnaires for convergent validity. In this sample, also test-retest reliability was assessed. The final two-factor structure, which represented Social and Material prosocial risk subscales, exhibited acceptable internal consistency and excellent test-retest reliability. The PAR-Q correlated positively with prosocial behaviors and empathy. The PAR-Q is a newly validated measure with adequate psychometric properties that can be used to gain more information on prosocial risk-taking behavior in adolescents."
41932924,Reduced activation in empathy core regions during observation of social interactions in patients with borderline personality disorder: an fMRI-study.,Flasbeck Vera; Enzi Björn; Juckel Georg; Brüne Martin,2026,Translational psychiatry,10.1038/s41398-026-03989-5,https://pubmed.ncbi.nlm.nih.gov/41932924/,https://doi.org/10.1038/s41398-026-03989-5,52.0,0,False,empathy; neuroscience,,,,Humans; Borderline Personality Disorder; Empathy; Female; Magnetic Resonance Imaging; Adult; Social Interaction; Young Adult; Brain; Affective Symptoms; Pain Threshold; Self-Injurious Behavior; Brain Mapping; Cerebral Cortex,"Patients with Borderline personality disorder (BPD) are known to exhibit aberrant empathy and heightened sensitivity to social threat. However, the neural mechanisms underlying these observations are not fully understood. In the present study, we therefore sought to assess empathy for somatic and psychological pain during a Social Interaction Empathy Task (SIET) in female patients with BPD (n = 50) and healthy participants (n = 55) during functional magnetic resonance imaging (fMRI). We further examined pain thresholds during a pain-pressure test (PPT) to the thenar muscles, self-harm behaviour, trait empathy, alexithymia and severity of BPD symptoms. Patients with BPD showed higher pain ratings for psychological pain and neutral conditions during the SIET, and higher pain ratings for psychological pain when rating from a first-person perspective, compared to a third-person perspective. The fMRI data revealed reduced activations in clusters including the right insula and hippocampus, bilateral superior and middle frontal gyri, left middle temporal gyrus, left pre-and postcentral gyri, left putamen and right anterior cingulum in patients with BPD. Activations of the left middle temporal gyrus when observing neutral scenarios correlated negatively with alexithymia and self-harm behaviour in the whole sample. In controls, middle temporal gyrus activation during viewing psychological pain was related to perspective taking (IRI), a capacity that was notably reduced in the patient group. Patients further exhibited elevated pain thresholds during the PPT and reduced pain intensity ratings for the right thenar. The findings indicated that patients with BPD showed altered processing of social interactions, speculatively due to deficits in perspective taking."
